Date,variable_0,Close,High,Low,Open,Volume
2022-10-25,A,134.5,135.10000610351562,132.3000030517578,132.3000030517578,1206000.0
2022-10-25,AAL,14.289999961853027,14.369999885559082,13.930000305175781,14.050000190734863,27677200.0
2022-10-25,AAPL,152.08770751953125,152.23746824607005,149.11264693456073,149.8414337231216,74732300.0
2022-10-25,ABBV,149.82000732421875,150.60000610351562,147.2899932861328,148.02999877929688,5229400.0
2022-10-25,ABC,152.30162048339844,152.4212477026604,148.35375491568223,148.58304548993647,1078100.0
2022-10-25,ABT,97.94999694824219,98.9000015258789,97.66000366210938,98.06999969482422,7114400.0
2022-10-25,ACGL,49.220001220703125,49.27000045776367,47.900001525878906,48.77000045776367,1851200.0
2022-10-25,ADBE,323.7900085449219,324.2300109863281,316.739990234375,319.1199951171875,3814600.0
2022-10-25,ADM,90.75332641601562,91.27112450458715,88.18427056901484,89.84719115655423,4168000.0
2022-10-25,ADP,237.75999450683594,238.39999389648438,235.32000732421875,235.32000732421875,2216200.0
2022-10-25,ADSK,215.72000122070312,216.00999450683594,208.9199981689453,209.5,1237400.0
2022-10-25,AEP,86.60701751708984,86.74571495298125,85.19031580039045,85.24976295751775,2580000.0
2022-10-25,AJG,175.4199981689453,177.8699951171875,173.38999938964844,177.8699951171875,985400.0
2022-10-25,AKAM,88.44999694824219,88.7699966430664,86.77999877929688,86.95999908447266,1943300.0
2022-10-25,ALB,281.42999267578125,282.2099914550781,268.8699951171875,270.04998779296875,1103500.0
2022-10-25,ALGN,217.97999572753906,221.72000122070312,212.38999938964844,212.38999938964844,1402200.0
2022-10-25,ALL,124.6500015258789,125.12999725341797,122.5199966430664,123.63999938964844,1665900.0
2022-10-25,ALLE,97.54000091552734,97.98999786376953,94.4000015258789,94.4000015258789,994000.0
2022-10-25,AMAT,87.31739044189453,88.28503555212481,85.54171523835822,85.73125616824005,10349400.0
2022-10-25,AMCR,11.352334976196289,11.372129314861896,11.025720365140069,11.104899607584544,7176100.0
2022-10-25,AMD,61.470001220703125,61.97999954223633,58.689998626708984,58.77000045776367,85501900.0
2022-10-25,AME,123.04000091552734,123.45999908447266,120.05000305175781,120.19999694824219,1115600.0
2022-10-25,AMZN,120.5999984741211,121.31999969482422,118.94999694824219,119.6500015258789,50934600.0
2022-10-25,ANET,112.62999725341797,113.0999984741211,106.5,107.0,3199100.0
2022-10-25,AOS,51.79884338378906,51.888323305957066,50.566013114637805,50.566013114637805,1033100.0
2022-10-25,APH,72.75,72.9000015258789,71.20999908447266,71.20999908447266,2823800.0
2022-10-25,ARE,140.2100067138672,140.36000061035156,134.61000061035156,134.63999938964844,1407300.0
2022-10-25,ATVI,72.5,72.98999786376953,72.44000244140625,72.7300033569336,6583200.0
2022-10-25,AVB,178.8000030517578,178.8800048828125,174.1999969482422,174.22000122070312,617800.0
2022-10-25,AVGO,460.07000732421875,464.260009765625,456.8299865722656,457.989990234375,1824600.0
2022-10-25,AVY,177.00999450683594,177.74000549316406,171.77000427246094,173.0,622200.0
2022-10-25,AWK,138.89260864257812,139.32057570191463,135.8370635584665,135.92665112706217,971000.0
2022-10-25,AXP,147.02000427246094,147.44000244140625,141.60000610351562,142.47999572753906,3889100.0
2022-10-25,AZO,2439.889892578125,2463.239990234375,2379.330078125,2416.570068359375,222300.0
2022-10-25,BA,146.64999389648438,146.8800048828125,141.8800048828125,142.08999633789062,6515600.0
2022-10-25,BAC,35.38999938964844,35.58000183105469,34.529998779296875,34.7400016784668,37132300.0
2022-10-25,BBY,65.69000244140625,65.80000305175781,64.08000183105469,64.23999786376953,2602100.0
2022-10-25,BDX,225.6999969482422,226.44000244140625,224.2899932861328,225.3699951171875,1979200.0
2022-10-25,BEN,23.450000762939453,23.579999923706055,22.68000030517578,22.81999969482422,2968600.0
2022-10-25,BK,41.22999954223633,41.368757529323176,40.070407577346195,40.33800659557512,5950900.0
2022-10-25,BLK,635.9400024414062,636.3499755859375,610.0,610.0,956000.0
2022-10-25,BMY,72.7699966430664,73.20999908447266,72.25,72.63999938964844,7874700.0
2022-10-25,BR,144.38999938964844,144.64999389648438,141.7899932861328,142.50999450683594,446900.0
2022-10-25,BSX,41.29999923706055,41.54999923706055,40.88999938964844,40.9900016784668,12578200.0
2022-10-25,BWA,36.36000061035156,36.43000030517578,35.54999923706055,35.54999923706055,1808700.0
2022-10-25,C,44.80153274536133,45.068444361231066,43.40766348763486,43.546061265258444,20085700.0
2022-10-25,CARR,37.13939666748047,37.17425515995635,35.63549302228494,35.63549302228494,5141700.0
2022-10-25,CDW,168.03240966796875,168.14206597960876,164.44368668989827,164.44368668989827,548800.0
2022-10-25,CE,95.31867980957031,95.60656259834387,91.6258565392083,92.02292893535206,714900.0
2022-10-25,CEG,88.01535034179688,88.42472009600554,86.61748735091413,87.36634170841484,1647200.0
2022-10-25,CFG,40.024723052978516,40.16328857401603,38.451050502962836,38.66879254621167,6430700.0
2022-10-25,CHD,75.35294342041016,75.52234122444143,73.18064199636912,73.8981004633846,1723900.0
2022-10-25,CHTR,346.7099914550781,348.3399963378906,337.8299865722656,338.8800048828125,1405300.0
2022-10-25,CL,72.76000213623047,72.94999694824219,71.79000091552734,72.0,3983300.0
2022-10-25,CMA,69.19999694824219,69.83000183105469,66.72000122070312,66.72000122070312,1595100.0
2022-10-25,CME,175.8000030517578,176.36000061035156,171.07000732421875,171.25999450683594,3025500.0
2022-10-25,CMI,233.20602416992188,236.1573715283517,229.96650490333784,232.53030236434515,778000.0
2022-10-25,CNC,83.62999725341797,83.87999725341797,77.80000305175781,77.80000305175781,8297700.0
2022-10-25,CNP,27.479145050048828,27.648094663772152,27.03192682235493,27.03192682235493,3556000.0
2022-10-25,COF,100.97935485839844,101.74479847779604,96.64513512144893,96.64513512144893,2769300.0
2022-10-25,COO,265.260009765625,266.45001220703125,258.7099914550781,258.7099914550781,270600.0
2022-10-25,CSGP,74.5,74.63999938964844,71.5,71.6500015258789,2888800.0
2022-10-25,CTLT,71.36000061035156,72.6500015258789,69.37000274658203,69.69000244140625,1294600.0
2022-10-25,CTSH,61.200592041015625,61.24041116480684,60.28477497798161,60.34449986630778,3214900.0
2022-10-25,CTVA,64.8146743774414,64.86456556529913,62.8490841343037,62.869036042050894,4597400.0
2022-10-25,CVX,173.58721923828125,173.65668918195163,170.84841061989553,171.73157831921156,7280600.0
2022-10-25,D,66.91999816894531,67.2300033569336,65.87000274658203,66.1500015258789,4108700.0
2022-10-25,DD,56.959999084472656,56.97999954223633,55.720001220703125,55.720001220703125,3798300.0
2022-10-25,DE,391.6300048828125,392.5,383.1400146484375,384.0,1402500.0
2022-10-25,DHR,251.8699951171875,255.3000030517578,250.64999389648438,252.16000366210938,3546000.0
2022-10-25,DLR,101.55000305175781,101.83000183105469,98.0199966430664,98.26000213623047,2796300.0
2022-10-25,DLTR,153.89999389648438,155.10000610351562,149.02999877929688,149.5,2612100.0
2022-10-25,DOW,47.849998474121094,47.939998626708984,46.53499984741211,46.709999084472656,5202500.0
2022-10-25,DPZ,328.8800048828125,332.7900085449219,324.82000732421875,324.9700012207031,610500.0
2022-10-25,DUK,89.31401062011719,89.69011612701722,87.7898122448907,87.79971174536342,2781000.0
2022-10-25,DVN,75.51000213623047,75.77999877929688,73.97000122070312,74.83999633789062,6541000.0
2022-10-25,DXC,28.979999542236328,29.270000457763672,28.68000030517578,28.8799991607666,2084100.0
2022-10-25,DXCM,100.94999694824219,102.7699966430664,99.30999755859375,99.30999755859375,2197300.0
2022-10-25,EBAY,38.970001220703125,39.119998931884766,38.13999938964844,38.61000061035156,6544200.0
2022-10-25,ED,85.09077453613281,85.3484773147714,83.77253472308223,83.97077053815927,1535400.0
2022-10-25,EIX,56.849998474121094,57.20000076293945,55.54999923706055,55.619998931884766,3788700.0
2022-10-25,EMR,84.0682373046875,84.27703981479986,82.85518764848237,82.96456147557772,2385500.0
2022-10-25,EOG,132.0,134.27000427246094,131.83999633789062,133.86000061035156,4173200.0
2022-10-25,EPAM,348.1300048828125,349.1000061035156,334.0299987792969,335.0799865722656,327700.0
2022-10-25,EQT,39.46554946899414,39.48548202166306,37.522173105595236,38.030439892542866,13084100.0
2022-10-25,ETN,145.3021697998047,145.39170532117618,140.09895370000203,140.09895370000203,2782400.0
2022-10-25,EW,85.69999694824219,86.55999755859375,85.0,85.05000305175781,6208000.0
2022-10-25,EXC,37.43366622924805,37.54271618464929,36.531530846014576,36.551358454426584,7483700.0
2022-10-25,EXPD,96.02999877929688,96.08000183105469,93.58999633789062,93.8499984741211,1446700.0
2022-10-25,EXR,173.3699951171875,173.52000427246094,165.9199981689453,165.9199981689453,863200.0
